id,text,,doccano_art_id,sentence_id,current_sentence_section,previous_sentence_section,previous_sentence,next_sentence_section,next_sentence,label,Comments
2922,"Our goal was to understand the overall behavior of different methods given the same free-wheeling, diverse annotations; it is likely that higher numbers would have been achieved had we guided annotators to use corpus conventions, or used full annotations provided by our annotators as the evaluation set.",779,7,146,Annotator-sourced partial dependencies,Annotator-sourced partial dependencies,It is important to recall that the GFL annotations have no specific conformity to the gold standards of either original corpus.,Annotator-sourced partial dependencies,"The former defeats the spirit of our exercise, and we did not have sufficient budget for the latter.",POS,
2923,"The former defeats the spirit of our exercise, and we did not have sufficient budget for the latter.",780,7,147,Annotator-sourced partial dependencies,Annotator-sourced partial dependencies,"Our goal was to understand the overall behavior of different methods given the same free-wheeling, diverse annotations; it is likely that higher numbers would have been achieved had we guided annotators to use corpus conventions, or used full annotations provided by our annotators as the evaluation set.",Annotator-sourced partial dependencies,"For Spanish, we also considered the performance of individual annotators alongside the full training set.",NEG,
2924,"For Spanish, we also considered the performance of individual annotators alongside the full training set.",781,7,148,Annotator-sourced partial dependencies,Annotator-sourced partial dependencies,"The former defeats the spirit of our exercise, and we did not have sufficient budget for the latter.",Annotator-sourced partial dependencies,The learning curves for individual annotators are shown in Figure 5.,NC,
2925,The learning curves for individual annotators are shown in Figure 5.,782,7,149,Annotator-sourced partial dependencies,Annotator-sourced partial dependencies,"For Spanish, we also considered the performance of individual annotators alongside the full training set.",Annotator-sourced partial dependencies,"There is substantial variation in the curves for the individual annotators; however, the curve based on the union of all annotations at each time step is smooth and is better than any individual past the three hour mark.",NC,
2926,"There is substantial variation in the curves for the individual annotators; however, the curve based on the union of all annotations at each time step is smooth and is better than any individual past the three hour mark.",783,7,150,Annotator-sourced partial dependencies,Annotator-sourced partial dependencies,The learning curves for individual annotators are shown in Figure 5.,Annotator-sourced partial dependencies,"One way to consider this is in terms of building an accurate parser quickly with multiple, diverse annotators, where wall clock time matters.",POS,
2927,"One way to consider this is in terms of building an accurate parser quickly with multiple, diverse annotators, where wall clock time matters.",784,7,151,Annotator-sourced partial dependencies,Annotator-sourced partial dependencies,"There is substantial variation in the curves for the individual annotators; however, the curve based on the union of all annotations at each time step is smooth and is better than any individual past the three hour mark.",Annotator-sourced partial dependencies,Another way is to consider robustness with respect to possibly bad annotators.,NC,
2928,Another way is to consider robustness with respect to possibly bad annotators.,785,7,152,Annotator-sourced partial dependencies,Annotator-sourced partial dependencies,"One way to consider this is in terms of building an accurate parser quickly with multiple, diverse annotators, where wall clock time matters.",Annotator-sourced partial dependencies,The next obvious steps would be to use active learning and to detect disagreement in annotators to either drop some or intervene improve their quality.,NC,
2929,The next obvious steps would be to use active learning and to detect disagreement in annotators to either drop some or intervene improve their quality.,786,7,153,Annotator-sourced partial dependencies,Annotator-sourced partial dependencies,Another way is to consider robustness with respect to possibly bad annotators.,Annotator-sourced partial dependencies,"(Again, keep in mind that we are considering a ""cold start"" to this process, so there can be no gold standard for checking annotator quality.)",PROSP,
2930,"(Again, keep in mind that we are considering a ""cold start"" to this process, so there can be no gold standard for checking annotator quality.)",787,7,154,Annotator-sourced partial dependencies,Annotator-sourced partial dependencies,The next obvious steps would be to use active learning and to detect disagreement in annotators to either drop some or intervene improve their quality.,Annotator-sourced partial dependencies,"Comparison to Full Annotation To this point, all performance comparisons have been between different parse feature sets; we have demonstrated that the GFL features are complimentary to the UG features, and that when standing alone the GFL features are stronger than the UG features.",NEG,
2931,"Comparison to Full Annotation To this point, all performance comparisons have been between different parse feature sets; we have demonstrated that the GFL features are complimentary to the UG features, and that when standing alone the GFL features are stronger than the UG features.",788,7,155,Annotator-sourced partial dependencies,Annotator-sourced partial dependencies,"(Again, keep in mind that we are considering a ""cold start"" to this process, so there can be no gold standard for checking annotator quality.)",Annotator-sourced partial dependencies,The question of whether it might be more effective to simply have annotators produce full annotations is not addressed by these comparisons.,POS,
2932,The question of whether it might be more effective to simply have annotators produce full annotations is not addressed by these comparisons.,789,7,156,Annotator-sourced partial dependencies,Annotator-sourced partial dependencies,"Comparison to Full Annotation To this point, all performance comparisons have been between different parse feature sets; we have demonstrated that the GFL features are complimentary to the UG features, and that when standing alone the GFL features are stronger than the UG features.",Annotator-sourced partial dependencies,"To answer this question, we had our most experienced annotator fully annotate the same section that the other annotators did partially.",NEG,
